1046;1;2;Taco Flauta ;6;5;2;;;;100
1042;2;1;Nacho con Todo ;6;5;0;;;;160
1045;2;2;Pupusa Mixta ;6;5;1;;;;75
1027;2;1;Baleada Sencilla ;6;5;1;;;;25
1025;2;1;Baleada con Huevo ;6;5;1;;;;32
1071;3;1;Banano  ;8;10;3;;;;60
1083;3;1;Papaya  Leche;8;9;3;;;;60
1045;4;10;Pupusa Mixta ;6;5;1;;;2 y 2;375
1046;4;2;Taco Flauta ;6;5;2;;;;100
1047;5;1;Tajadas con Carne Molida ;6;5;0;;;;120
1047;6;1;Tajadas con Carne Molida ;6;5;0;;;;120
1027;6;6;Baleada Sencilla ;6;5;1;;;sin mantequilla;150
1036;7;2;Enchilada de Res ;6;5;2;;;;75
1074;7;1;Fresa  Agua;8;9;3;;;;60
1025;8;3;Baleada con Huevo ;6;5;1;;;;96
1027;8;2;Baleada Sencilla ;6;5;1;;;;50
1001;9;1;Filete de Res ;0;0;0;Platano Verde;RB;;200
1012;10;2;Costilla de Cerdo a la BBQ ;2;0;0;Platano Verde;RB;;350
1047;11;1;Tajadas con Carne Molida ;6;5;0;;;;120
1001;12;2;Filete de Res ;0;0;0;Platano Verde;FF;;400
1029;12;1;Cena  (Huevo Estrellado);6;6;0;;;;100
1048;12;1;Tajadas con Pollo ;6;5;0;;;;120
1041;13;1;Nacho con Pollo ;6;5;0;;;;135
1039;13;1;Gringa Mixta ;6;5;1;;;;70
1074;13;1;Fresa  Agua;8;9;3;;;;60
1019;14;1;Filete de Pescado Empanizado ;4;0;0;Platano Verde;RB;;175
1053;14;1;Chimichurri ;7;7;0;;;;20
1007;15;1;Filete de Pollo al Ajillo ;1;0;0;Platano Verde;FF;;160
1003;15;1;Chicken Fingers ;1;1;0;;;;160
1052;15;1;Ajillo ;7;7;0;;;;10
1045;15;2;Pupusa Mixta ;6;5;1;;;;75
1074;15;1;Fresa  Agua;8;9;3;;;;60
1090;15;1;Coca Cola ;8;13;3;;;;25
1068;16;1;Salsa ;7;7;0;;;;10
1012;16;1;Costilla de Cerdo a la BBQ ;2;0;0;Platano Verde;FF;;175
1045;16;3;Pupusa Mixta ;6;5;1;;;;113
1074;16;1;Fresa  Agua;8;9;3;;;;60
1025;17;2;Baleada con Huevo ;6;5;1;;;;64
1045;17;2;Pupusa Mixta ;6;5;1;;;;75
1044;18;6;Pupusa de Quesillo ;6;5;1;;;;195
1079;18;1;Melon  Agua;8;9;3;;;;50
1044;19;2;Pupusa de Quesillo ;6;5;1;;;;65
1074;19;1;Fresa  Agua;8;9;3;;;;60
1006;20;1;Filete de Pollo a la Plancha ;1;0;0;Guineo Verde;RB;;160
1001;20;2;Filete de Res ;0;0;0;Platano Verde;RB;;400
1006;20;2;Filete de Pollo a la Plancha ;1;0;0;Platano Verde;RB;;320
1026;21;1;Baleada con Pollo ;6;5;1;;;;45
1027;21;1;Baleada Sencilla ;6;5;1;;;;25
1001;22;1;Filete de Res ;0;0;0;Platano Verde;RB;;200
1077;22;1;Limonada  Soda;8;12;3;;;;60
1006;23;1;Filete de Pollo a la Plancha ;1;0;0;Platano Verde;RB;sin chimol, doble encurtido, +salsa;160
1006;23;1;Filete de Pollo a la Plancha ;1;0;0;Platano Verde;RB;+salsa;160
1067;23;2;Queso ;7;7;0;;;;20
1074;23;1;Fresa  Agua;8;9;3;;;;60
1046;24;1;Taco Flauta ;6;5;2;;;;50
1001;25;1;Filete de Res ;0;0;0;Platano Verde;FF;;200
1027;26;1;Baleada Sencilla ;6;5;1;;;sin mantequilla;25
1046;26;2;Taco Flauta ;6;5;2;;;;100
1029;27;2;Cena  (Huevo Revuelto);6;6;0;;;;200
1029;28;5;Cena  (Huevo Estrellado);6;6;0;;;;500
1012;29;1;Costilla de Cerdo a la BBQ ;2;0;0;Platano Verde;FF;;175
1039;29;2;Gringa Mixta ;6;5;1;;;;140
1080;29;1;Naranja Agria  Agua;8;12;3;;;;60
1090;29;1;Coca Cola ;8;13;3;;;;25
1044;30;2;Pupusa de Quesillo ;6;5;1;;;;65
1043;30;5;Pupusa de Loroco ;6;5;1;;;2 - 2 - 1;188
1029;31;2;Cena  (Huevo Estrellado);6;6;0;;;;200
1029;32;1;Cena  (Huevo Revuelto);6;6;0;;;;100
1045;32;2;Pupusa Mixta ;6;5;1;;;doradas;75
1026;32;2;Baleada con Pollo ;6;5;1;;;;90
1056;33;1;Encurtido ;7;7;0;;;;10
1027;33;2;Baleada Sencilla ;6;5;1;;;;50
1026;33;1;Baleada con Pollo ;6;5;1;;;;45
1027;33;1;Baleada Sencilla ;6;5;1;;;;25
1080;33;2;Naranja Agria  Agua;8;12;3;;;;120
1076;33;1;Horchata ;8;11;3;;;;50
1045;34;4;Pupusa Mixta ;6;5;1;;;2 y 2;150
1027;34;1;Baleada Sencilla ;6;5;1;;;sin mantequilla;25
1006;35;1;Filete de Pollo a la Plancha ;1;0;0;Platano Verde;FF;sin frijoles, con queso;160
1002;35;1;Lomito de Res ;0;0;0;Platano Verde;FF;;185
1044;36;4;Pupusa de Quesillo ;6;5;1;;;2 y 2;130
1074;36;2;Fresa  Agua;8;9;3;;;;120
1002;37;1;Lomito de Res ;0;0;0;Platano Verde;RB;;185
